Title,Description
Earth's spectacular and remote 'capital' of lightning,"In a remote part of Venezuela the Catatumbo River meets Lake Maracaibo. It's a stunning location, but also home to a unique meteorological phenomenon and a storm chaser's dream - the Catatumbo lightning.

With most experts estimating that lightning strikes occur roughly 140 to 160 nights a year, with flashes often visible seven to 10 hours per night, it's not hard to see why the area is a world record holder.

Video by Rafael Hernandez

Narrator / Executive Producer: Howard Timberlake"
The 'alien' lifeforms discovered in the deep ocean,"The 'alien' lifeforms discovered in the deep ocean

This World Oceans Day we are diving into the mysterious world of the deep ocean. For a long time scientists believed that life in the ocean depths was impossible. However, we now understand that the deep ocean is a rich, if somewhat alien, ecosystem of marine life.

In a recent study scientists from the Natural History Museum in London discovered more than 5,000 new weird and wonderful creatures living on the seabed in the Clarion Clipperton Zone of the Pacific Ocean. However, this new life is already facing potential threats from the imminent prospect of commercial deep-sea mining.

You can read more about how these incredible creatures survive in the deep on BBC Future."
The river of iron that's on the wrong planet,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
"Škocjan Caves, the largest underground chambers in Europe","Škocjan Caves, the first Slovenian location inscribed on the Unesco World Heritage list, is considered the largest underground canyon in Europe. Inside it flows the Reka, the largest Slovenian sinking river. Considered the birthplace of modern speleology, the river is also home to Europe's most rare and valuable species. For instance the olm, also called human fish, a curious animal that can live 100 years, up to 10 without food, and can grow back parts of its body."
"The 5,000-year-old tree that holds clues to life and death","In the Valdivian rainforest of Chile, an ancient tree carries answers to the future of climate on Earth. Also known as the 'Gran Abuelo', 'The Great Grandfather' has an 80% chance of being over 5,000 years old, according to new models."
China's huge and mysterious Xiaozhai Tiankeng sinkhole,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Japan's mysterious 'Dragon Eye' lake,"Tucked away on Mount Hachimantai in northeastern Japan is a lake called Kagami Numa. Most of the time it's pretty ordinary looking, but if you go there at the right time you might be lucky to get a glimpse of a phenomenon which transforms the lake into what looks like a giant eye. Local legend has it that it's caused by some lovelorn dragons in the area."
'The most beautiful river in the world',"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Rare snow leopard cubs debut at Bronx Zoo,"Rare snow leopard cubs debut at Bronx Zoo

The cubs, one male and one female, were born this summer to mother, Dariga, and father, Naltar.

Snow leopards, classified as ""vulnerable” by the International Union of Conservation of Nature (IUCN), are rarely seen in the wild."
Kielder Forest osprey chick takes to the air for inaugural flight,"Kielder Forest osprey chick takes to the air for inaugural flight

The last of Kielder Water and Forest Park's osprey chicks has successfully taken to the air.

Gilsland is one of the 11 ospreys to fledge successfully this year in Northumberland.

Wet weather has delayed some of them taking their first flight by up to two weeks, with the last young bird taking to the air for their inaugural flight on Monday.

The Kielder Osprey Project in Northumberland has overseen the fledging of 114 chicks in 15 years.

Osprey co-ordinator Joanna Dailey said it was a ""big boost"" to conservation efforts ""given that the species was extinct in England for almost all of the 20th Century""."
The foods that can turn back the climate clock,"To sustain an ever growing global population, we need to produce more food. But farming already contributes a significant proportion of global greenhouse gas emissions – perhaps as much as 18%. It also uses up other valuable resources such as water.

But could food production not only reduce its climate impact, but reverse the effects of climate change? It could even help to pull carbon out of the atmosphere and store it for the long term? In this episode of Follow the Food, botanist James Wong goes on the hunt for carbon-negative foods."
A unique initiative to save Mexico’s coral reef,The Mesoamerican reef is the largest barrier reef in the Western Hemisphere. A local community in Mexico has come up with an innovative way to protect it from hurricanes and climate change: a private insurance that provides a stream of cash every time the reef is damaged.
Cork: Is this nature's most versatile material?,"As well as being a superb wine stopper, cork is a unique and versatile material. Cork was used by ancient civilisations for millennia, and we are now rediscovering its incredible properties.

It is light, impermeable, and used to produce everything from clothing to spacecrafts. Cork is harvested without cutting down any trees, which makes it a reliable and sustainable material. It is also reusable and recyclable."
Africa Live this week: 15-21 April 2024,"EWN Copyright: EWN The trio are accused of syphoning off nearly $1m intended for students Image caption: The trio are accused of syphoning off nearly $1m intended for students

Three men accused of defrauding a bursary scheme for university students in South Africa have been granted bail.

The trio were arrested less than a month ago on allegations of funnelling more than 16m rand ($863,000, £693,000) from the finance company KPMG to private bank accounts.

The Palm Ridge Magistrate’s court in Johannesburg set bail at 50,000 rand each.

Fidelis Moema, Lebogang Sigubundu and Trevor Machimana are alleged to have worked together between October 2019 and 2022.

All three are reported to be intending to plead not guilty though they have yet to enter a formal plea.

A brief look at Mr Moema’s professional history shows the 32-year-old worked in human resources at Ford Motors and as a brand ambassador for several businesses including the retail chain Woolworths.

Mr Moema was reported to police following disciplinary proceedings at KPMG.

The case is due to continue on 24 May when state prosecutors say more witnesses may be presented.

Evidence so far about the suspected fraud has come from Mr Moema’s ex-girlfriends, according to National Prosecuting Authority spokesperson Phindi Mjonondwane.

""The number of people we are looking at might increase. We prefer to wait for the right moment. When we are at the stage to disclose our docket, we will be able to tell how many people have been added to the case."""
US House of Representatives approves critical $61bn package,"We're closing our live coverage now, following a very busy day in Congress.

We'll be following all the fallout and developments arising from today's votes in the coming hours, days and weeks.

You can read our full story here.

This page was edited by Tiffany Wertheimer and the writer was Sean Seddon. Anthony Zurcher provided analysis from Washington DC, Helena Humphrey was on Capitol Hill and James Waterhouse reported from Kyiv."
Court resumes after man sets himself on fire outside Trump trial,"EPA Copyright: EPA

Court is now over for the day.

Donald Trump got up and left the courtroom about 16:30 local time (21:30 BST). On his way out of the courthouse, he once again told reporters that he faces a ""witch hunt"" that is directed by his political opponents.

He has given no evidence for his claim that he faces political persecution.

The next time Trump will be in this courtroom is on Monday, when the court will hold opening arguments in the historic criminal trial of the former president.

Prosecutors said that we may also see the first witness take the stand on Monday, but we will see.

It will be a shorter day, as court will break about 14:00 local time on Monday due to the religious holiday of Passover."
US calls for calm after officials say Israeli missile hit Iran,"Reuters Copyright: Reuters Naqsh-e Jahan Square today, in Isfahan Province Image caption: Naqsh-e Jahan Square today, in Isfahan Province

For now, there’s a sigh of relief, a pause.

Israel’s limited strike, not officially acknowledged, has given space to Tehran. In this grey area, its leaders are casting it as a slap so weak it’s not even clear who did it. They don’t lose face after days of declarations vowing that even the tiniest Israeli invasion would provoke an immediate and harsh response.

Many had predicted Israel would wait until after Passover to retaliate. It appears to have decided it needed to hit sooner, to send a clear signal, just before the holiday starts. It may still strike again, in a different place, with different force, when this period ends.

But as my colleague Jeremy Bowen writes, this crisis really illustrates how badly Iran and Israel understand each other.

This may have been just a warning salvo into the beating heart of Iran, the province of Isfahan with its stunning Islamic architecture but also a nuclear facility, a major air base, the industrial heartland including drone and ballistic missile factories.

This round may be over, for now, but the seething hostility between two regional rivals is not."
Iran downplays presumed Israeli attack but vows response to further action,"After months of delay, the House of Representatives is due to vote on tens of billions of dollars in US military aid for Ukraine and Israel.

Both measures have vocal opponents in Congress, and their hopes of passage have hinged on a fragile bipartisan coalition to overcome legislative hurdles.

Debate is set to begin and voting is expected later on Saturday.

House Speaker Mike Johnson's foreign aid proposal provides $60.8bn (£49bn) to Ukraine, $26.4bn to Israel and $8.1bn to the Indo-Pacific region, including Taiwan.

Left-wing Democrats who object to Israel's conduct of the war in Gaza have said that they will not allow the US to continue to be complicit in a human-rights catastrophe. But the Israel aid bill contains $9bn in humanitarian aid, which may help win over some reluctant Democrats.

Read more here."
Lawyers spar during tetchy exchanges at Post Office inquiry,"Before Rodric Williams was sworn in yesterday morning, very little was known about the senior Post Office lawyer and his role in this scandal.

Two days later, what have we learned?

This afternoon focused on the 'strategy' in dealing with the group litigation led by Alan Bates. Was the Post Office trying to drag things out in the hope that the other side ran out of cash? Not true, said Williams.

Did the organisation also try to limit the data it gave to forensic accountants Second Sight? Unclear, but Williams certainly wrote ""less is more"" in an email.

There were more questions about Gareth Jenkins, whose ""expert"" evidence was discredited in 2013. Was he still being used as a ""shadow witness"" after that date? Anyone playing inquiry bingo could guess the answer: ""I don't recall.""

What we know for sure is that Williams takes ""no pride"" in his association with the Post Office. He also thinks it ""fair"" to criticise his current role in a department dealing with sub-postmaster remediation.

That will likely be cold comfort for those victims.

What they want is answers.

How many people knew about the Horizon issues Williams ""missed""? Who else was aware that statements to the media were misleading? Did anyone at senior level approve of not telling sub-postmasters about ""remote access"" and the unreliable Gareth Jenkins advice?

Two days of - often awkward - evidence, some revelations and moments of drama but still so many questions remaining."
Neuralink video shows patient playing chess using brain implant,"Neuralink video shows patient playing chess using brain implant

In a livestream on X, patient Noland Arbaugh explained that he was playing a game of chess online using a device in his brain to move the cursor.

He appeared in the video beside Neuralink’s brain interface software lead Bliss Chapman, and answered questions about how the technology worked, saying that it required him to “imagine the cursor moving”."
How a US TikTok ban will affect Gen Z,"US politicians are debating legislation that would force TikTok's Chinese parent company to sell the app or face a ban from US app stores. But there are thousands of Americans who rely on the short form video platform to share resources, stay informed and even make an income. The BBC spoke to two influencers about the potential impacts."
Piers Morgan and Oprah Winfrey 'deepfaked' for US influencer's ads,"Piers Morgan, Nigella Lawson and Oprah have criticised the use of AI deepfake ads used to promote a ""manifestation"" guide.

Wesley Virgin, the influencer behind the ""Genie Script"" course, said the adverts were ""the work of affiliates"", people who can earn money by helping him make sales, and that he was ""in the process of banning them all""."
Paul Carter tries out Atom Limbs bionic arm,"AI robot asked 'will you rebel against humans'?

The question was posed at the world's first robot-human press conference at a UN summit in Geneva."
Jason shows the BBC how the Atom Limbs prosthetic works,"AI robot asked 'will you rebel against humans'?

The question was posed at the world's first robot-human press conference at a UN summit in Geneva."
The history of virtual reality that led to Apple Vision Pro,Apple has taken the latest step in mixing our virtual lives with actual reality with the launch for their newest headset. But they weren't the first to the VR game. So what were they meant for to begin with and are we using them as intended today?
Mark Zuckerberg's early years,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
The nuclear reactors that could power bases on the Moon,
Why Elon Musk's Neuralink brain implant reframes our ideas of self-identity,
Sweden has long opposed nuclear weapons – but it once tried to build them,
The ski resorts saving snow over the summer,
Why it could be harder to find love nowadays,
Chasing cracks on an Antarctic ice shelf,"Chasing cracks on an Antarctic ice shelf

UK scientists are seeking to understand the triggers that result in the production of giant Antarctic icebergs. Nearly half of the ice lost from the white continent comes from the shedding of these city-sized frozen blocks.

This makes them a major consideration in forecasts of future sea-level rise. British researchers hope to glean new insights into the physics of ice fracturing by studying a sector of the Antarctic that recently saw the breakaway of two mega-bergs.

In this drone video, the scientists are looking for the end of a giant crack that could one day spawn a mega-berg."
Watch: Coral turns white from deadly ocean heat,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
The initials on the wall in Pompeii,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Travelling the world for a 12th solar eclipse,"Travelling the world for a 12th solar eclipse

Eclipse-chasing is a visceral experience, a County Down man has said as he chases his twelfth experience of the natural phenomenon.

Ryan Milligan, who lectures in astrophysics at Queen's University Belfast, has travelled to Mexico in the hope of seeing a total eclipse on Monday.

An eclipse is when the Moon passes between the Earth and the Sun.

He said the experience is like the end of the world."
Mammals: World first as Attenborough series films leopards hunting in pitch black,"Mammals: World first as Attenborough series films leopards hunting in pitch black

African leopards have been filmed hunting at night for the first time as part of Sir David Attenborough's latest series - Mammals.

It focuses on how these animals are adapting to a world rapidly changed by the most dominant mammal - us.

The opening episode has been shot completely in the dark revealing, among other things, the African leopard's specially adapted eyesight.

The changes in behaviour were reported by naturalists who spent five years watching how mammals were coping with rapidly changing habitats."
Mammals: World first as Attenborough series films leopards hunting in pitch black,"Mammals: World first as Attenborough series films leopards hunting in pitch black

African leopards have been filmed hunting at night for the first time as part of Sir David Attenborough's latest series - Mammals.

It focuses on how these animals are adapting to a world rapidly changed by the most dominant mammal - us.

The opening episode has been shot completely in the dark revealing, among other things, the African leopard's specially adapted eyesight.

The changes in behaviour were reported by naturalists who spent five years watching how mammals were coping with rapidly changing habitats."
Satellite view of Earth: Swiss Alps,"A UK company is making high-definition movies of Planet Earth from orbit. SEN.COM has one satellite with 4K cameras at an altitude of 505km, and more are set to follow. The London company is also putting cameras on the International Space Station."
Satellite view of Earth: Canadian wildfires,"A UK company is making high-definition movies of Planet Earth from orbit. SEN.COM has one satellite with 4K cameras at an altitude of 505km, and more are set to follow. The London company is also putting cameras on the International Space Station."
Satellite view of Earth: Namibian desert,"A UK company is making high-definition movies of Planet Earth from orbit. SEN.COM has one satellite with 4K cameras at an altitude of 505km, and more are set to follow. The London company is also putting cameras on the International Space Station."
Satellite view of Earth: Cloudless UK,"A UK company is making high-definition movies of Planet Earth from orbit. SEN.COM has one satellite with 4K cameras at an altitude of 505km, and more are set to follow. The London company is also putting cameras on the International Space Station."
SpaceX launch: Starship rocket launches on third test flight,"SpaceX launch: Starship rocket launches on third test flight

Elon Musk's SpaceX company has conducted a third test flight of the most powerful rocket ever built.

The Starship vehicle lifted off successfully from its base in south-east Texas at around 08:25 local time (13:25 GMT) and went ""faster and further"" than before, the SpaceX team said in its live stream.

It is hoped that the 120m-tall (393ft) Starship will usher in a revolution in space transportation, radically lowering the cost of putting people and objects into orbit."
Watch: Seedlings from Sycamore Gap tree sprout up,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Robot boats: The remote-controlled vessels on our seas,"Robot boats: The remote-controlled vessels on our seas

New types of vessels are venturing out on to our seas. Some have reduced crews, some have no crews at all.

Increasingly, they're dependent on the control of people who can be sitting hundreds of miles away, sending commands via satellite links.

We followed a robot boat as it motored out of Plymouth Harbour into the English Channel."
BBC Verify: How to spot AI fakes in the US election,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Moment astronauts hug as they arrive at space station,"A SpaceX crew of three US astronauts and one Russian cosmonaut have successfully arrived on board the International Space Station (ISS).

The Endeavour spacecraft docked with the ISS after blasting off from Florida.

The Crew-8 mission will be in space for six months. Space is one of the few areas where the US and Russia continue to co-operate closely despite the war in Ukraine."
"Meet Robbie, the walking talking robot guide dog","Meet Robbie, the walking talking robot guide dog

In a world where technology seeks to improve our lives, could the traditional guide dog have a hi-tech competitor?

Robbie the RoboGuide, developed by the University of Glasgow, integrates sensor and AI technologies into a walking robot body, creating the possibility to navigate, communicate and describe environments.

One of the motivations behind the project is to create a cheaper alternative to guide dogs, as well as equipping people to extend their senses and helping fill the gaps when there are shortages training up and placing new dogs.

BBC Scotland reporter Ian Hamilton, who has navigated the world with the aid of guide dogs for more than 40 years, has been along to the university with his own four-legged friend Major to take a test drive."
Northern lights: Oxfordshire gets spectacular surprise display,"Northern lights: Oxfordshire gets spectacular surprise display

The northern lights provided a surprisingly strong display as aurora watchers had their cameras ready to capture the stunning display.

While there was an ongoing weak solar storm, the aurora ended up being visible from the Scotland's Highlands down to Cornwall.

Amateur astronomer Mary McIntyre, from Tackley, spotted the phenomenon.

She said: ""I've photographed aurora from here over 20 times in the past ten years, so we're very lucky.""

Activity on the Sun has been increasing over the past few years and is expected to peak this year, meaning the aurora becomes more frequent.

Those who follow aurora activity in the UK were alerted to a sudden spike in solar activity at about 17:00 GMT on Sunday evening when a ""red alert"" was issued by AuroraWatch UK.

The spike in solar activity lasted until 21:00 GMT."
ISS launch: SpaceX rocket blasts US-Russian crew towards space station,"ISS launch: SpaceX rocket blasts US-Russian crew towards space station

A SpaceX rocket has launched a new US-Russian crew towards the International Space Station (ISS).

The three US astronauts and one Russian cosmonaut travelled on the Dragon Endeavour and will stay aboard the ISS for six months conducting various scientific experiments.

Space exploration is one of the few areas where the US and Russia continue to co-operate closely since Moscow's 2022 invasion of Ukraine."
Killer whale v shark: Solo orca eats great white,"Killer whale v shark: Solo orca eats great white

A solitary killer whale, or orca, has been filmed hunting and killing a great white shark in an ""astonishing"" attack.

Scientists said it was ""unprecedented"" and showed the exceptional predatory skills of killer whales.

Two orcas in particular off South Africa's coast have been observed before working together to hunt and kill sharks, including great whites.

""But this caught us off guard,"" said shark biologist Dr Alison Towner."
Students react to tuition-free college after $1bn donation,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Ofcom: Almost a quarter of kids aged 5-7 have smartphones,
Apple 'beta' update addresses Jerusalem emoji controversy,
Tesla whistleblower in legal battle over braking-safety concerns,
UK competition watchdog has 'real concerns' over big tech AI dominance,
Instagram to test new tools to fight so-called sextortion,
Apple sparks Palestinian flag emoji controversy,
TikTok testing new photo app to rival Instagram,
Tesla: Elon Musk's EV maker to settle over fatal Autopilot crash,
Ukraine Russia war: US House passes crucial aid deal worth $61bn,"""It gives us strength, it gives us courage and resolve to continue to fight, and I'm sure that the situation at the front will soon change in our favour,"" he said."
US & Canada,"What the world makes of Trump going on trial , published at 02:12

What the world makes of Trump going on trial"
What do GPs think of Rishi Sunak's plan to strip them of sick note powers?,"What do GPs think of Rishi Sunak's plan to strip them of sick note powers? Published 11 hours ago Share close panel Copy link About sharing

Image caption, Dr Mohit Mandiratta said he supports other people taking on fit notes if they are trained

Rishi Sunak has announced plans to trial stripping GPs of their power to sign people off work, as he attacked the UK's ""sick note culture"" in a speech about welfare.

Instead he wants specialist work and health professionals to issue fit notes as part of a broader aim to make sick notes harder to obtain.

Doctors' union the British Medical Association (BMA) said fit notes were carefully considered before they are written and criticised Mr Sunak's ""hostile rhetoric"" on the issue.

Meanwhile Professor Kamila Hawthorne, chair of the Royal College of GPs, told BBC Radio 4's Today programme that ""as a profession we are not against the idea"" because of high workloads but pointed out that issuing fit notes often formed part of a wider consultation with a patient.

BBC News spoke to some GPs to see what they thought.

'It would reduce our workload'

Halesowen-based GP Dr Mohit Mandiratta said he sees people in his clinic every day who need fit notes for medical reasons, and for the majority it's ""wholly appropriate"".

But he says he would support other professionals taking on fit notes as it would reduce their workload.

""It's no secret that general practice is under huge pressure at the moment. I would support other people doing fit notes as long as they are trained,"" he says.

""It's important they are supportive to patients, understand their needs and take a personalised approach.

""The reason people are off work... often has many factors. I would hope it's a personalised process.""

The partner at Feldon Practice explained any plans to get people back into work would need to be based on general practice and required conversations with employers.

Work is ""good for health"", with people who work generally being happier and feeling more fulfilled, he added.

This video can not be played To play this video you need to enable JavaScript in your browser. Media caption, The PM says people are not three times sicker than before he came to power.

'Not the best way to spend our time'

Dr Chris Jacobs says sick notes are a lot of work for GPs and have become a daily task. It is common for people to see him asking for a fit note at the request of their employer.

""We are not trained occupational health doctors, so it is an added workload that we take on,"" he said.

The Swindon GP does not think passing the job on to other professionals is a bad idea, as long as they are trained to deal with physical and mental health.

""It could benefit primary care in my view, but primary care should still be involved in the discussion,"" he says, explaining it would allow GPs to spend more time focusing on patients' health needs.

""We are a diminishing workforce on a full-time equivalent basis so I don't think our time is best spent [filling in fit notes].""

Anecdotally, he says, he has seen a rise in people suffering from bad mental health in the last five years.

One in four adults and one in 10 children experience mental illness, according to NHS England.

Image source, Getty Images Image caption, Rishi Sunak has said it was unreasonable to ask GPs to assess whether patients are fit for work

'There are risks removing sick notes from GPs'

County Durham GP Dr Kas Hawes thinks sick notes can be a difficult part of the job. ""We are too busy as GPs,"" she says.

In particular, repetitive requests with little evidence of sickness or efforts to accept help and get better can be difficult to challenge she says, without impacting the relationship with the patient.

But the Day In The Life of a GP author says the risks of removing sick notes from GPs include issues with access to patient records, and whether the adoption of a one-size-fits-all approach to ill health and recovery penalises people already struggling with financial hardship.

""There is a role for more scrutiny earlier with repeat sick notes, but removing them all together for the financial benefit of the government purse is very worrying in how it could affect some of the most vulnerable people in our society,"" she says.

What is a sick note?

Sick notes are officially known as fitness-to-work notes. They are written evidence that your ill health is affecting your fitness for work. A ""fit note"" certifies a patient is sick, confirming a valid reason for staying off work and eligibility for sick pay.

Why would somebody need a sick note?

Employees can self-certify absence due to illness for seven days and in most cases, qualify for sick pay. But if their illness means they need to be absent for longer, they need a fit note to continue to receive sick pay and also to qualify for some welfare payments.

Who can sign-off a sick note?"
Latest News & Updates,"Will legions of Swifties become Dylan Thomas fans? Video, 00:00:43 , published at 18:40 19 April Will legions of Swifties become Dylan Thomas fans?"
Co-op Live bosses apologise as arena test gig tickets cancelled,"Bosses of the UK's largest arena have apologised for cancelling tickets to a test show hours before it was due to start.

It comes after organisers at Co-op Live in Manchester said they had to cut capacity for a preview concert by Rick Astley to allow them to test the 23,500-seater venue ""effectively"".

Those affected have instead been invited to the Black Keys show at the £365m arena next week.

Co-op Live is set to be officially opened by comedian Peter Kay on Tuesday."
Entertainment & Arts,"Everything you need to know about Glastonbury resale , published at 11:36 19 April Everything you need to know about Glastonbury resale"
Newspaper headlines: Posh Spice at 50 and calls for 'Met chief to resign',"Image caption,

The Sun on Sunday leads on a story about Instagram influencer Lauryn Goodman, who has previously gone public with the fact that both of her children were fathered by England footballer Kyle Walker. The paper claims that she will take the two kids to see Walker play in this summer's European Championships, even though it says Walker’s wife Annie Kilner also plans to attend the tournament with their four children."
Thousands rally in Spain's Canary Islands against mass tourism,"""The major problem is that it's the model of massive tourism that is intransigent in the island... [for] decades, and it's just destroying the island... and the life of the residents here,"" protester Lydia Morales told the BBC."
Latest News & Updates,"What the world makes of Trump going on trial , published at 02:12

What the world makes of Trump going on trial"
St Albans pub landlord defends viral 'child free' sign,"A pub that went viral after it displayed a sign banning children, said it stood by its message.

Landlord David Worcester, who runs the Lower Red Lion in Fishpool Street, St Albans, Hertfordshire, put out a chalkboard with the words: ""Dog Friendly, Child free"".

A photo of the sign was shared on X, external where it has been seen by about 75 million people. Mr Worcester told BBC Three Counties Radio: ""I was surprised it went quite as far as it did.""

He said he had ""no objection to children in any other pub, ever, I just don't want them in mine""."
"Beds, Bucks and Herts",Latest updates from your News topics will appear in My News in the BBC News App and in a collection on the BBC homepage
Met Police: Minister 'deeply concerned' by protest row,"The policing minister has said he is ""deeply concerned"" after a Met Police officer described an antisemitism campaigner as ""openly Jewish"" during a pro-Palestine march.

Gideon Falter, chief executive of Campaign Against Antisemitism, was wearing a kippah skull-cap when he was stopped in the Aldwych area of London and threatened with arrest on 13 April.

Mr Falter was told by police his presence was causing a ""breach of peace"". The Met has since apologised but Mr Falter called for the force's commissioner Sir Mark Rowley to resign or be sacked.

Policing Minister Chris Philp said he would meet Sir Mark to discuss his concerns."
Latest News & Updates,Latest updates from your News topics will appear in My News in the BBC News App and in a collection on the BBC homepage
SNP to form minority government if Greens scrap power-sharing deal,"The SNP will form a minority government if the Scottish Greens vote to ditch their power-sharing agreement, BBC Scotland News understands.

Green members are to vote on whether to remain in government after the SNP scrapped key climate change targets.

Co-leader Patrick Harvie said things had “come to a head” with calls from members for a debate about the way forward.

The Greens are to hold an extraordinary general meeting to decide the issue."
Latest News & Updates,"What might happen next in the SNP embezzlement probe? , published at 16:30 19 April

What might happen next in the SNP embezzlement probe?"
Dunraven Bay: The beach where people keep finding human bones,"A relaxing stroll along the beach is something many of us enjoy.

But what happens if you stumble across ancient human remains?

That's what happened to Christopher Rees, from Bridgend, while walking his dog at Dunraven Bay, in the Vale of Glamorgan, last October.

The 39-year-old was with his seven-year-old son, Dylan, when he saw part of a bone sticking out of the sand.

""Dylan loves learning about history and going to the museums, so he was excited to see what it was,"" Christopher said.

Dylan initially thought the bones were ""a dinosaur"", and they carried some of what they found back to the car to take home."
Latest News & Updates,"Burned down hotel to be used for social housing , published at 17:59 18 April Burned down hotel to be used for social housing"
Childcare bills: Parents march for 'urgent intervention',"In March, Melted Parents NI surveyed just over 1,800 parents in Northern Ireland, with 88.4% saying they had received notice of an imminent rate increase from their childcare provider in the lead up to the planned increase in the National Living Wage in April."
Latest News & Updates,"City of Derry to Majorca flights not to go ahead , published at 15:33 18 April City of Derry to Majorca flights not to go ahead"
BBC News Regions,
Taylor Swift: The Tortured Poets Department broke Spotify record,"""The chapter closed and boarded up. There is nothing to avenge, no scores to settle once wounds have healed,"" she said. ""Once we have spoken our saddest story, we can be free of it."""
Quentin Tarantino: Everything we know about his 10th and final film,"In a nutshell, he wants to go out on a high.

Tarantino has spoken many times over the years about his desire to only direct 10 films in his career, including in a 2022 interview with CNN's Chris Wallace., external

""I’ve been doing it for a long time,"" he explained. ""I’ve been doing it for 30 years, and it’s time to wrap up the show.

""I'm an entertainer: I want to leave you wanting more and not just work – and I don’t want to work to diminishing returns.""

He added: ""I don’t want to become this old man who’s out of touch, when already I’m feeling a bit like an old man out of touch when it comes to the current movies that are out right now.""

Many film fans respect his decision to retire before he burns out, but not everyone agrees his work would start going downhill if he continued.

One Twitter user commented this week that concerns about declining quality were ""no excuse when 2023 alone had Martin Scorsese, Hayao Miyazaki, Michael Mann, & Ridley Scott show why they’re still some of the best working filmmakers today... and all over 80"".

Others have accepted Tarantino's decision - and are happy to wait for him to get his final film right, such as awards pundit Matt Neglia,, external editor-in-chief of Next Best Picture.

""Let Tarantino cook,"" he said, ""as long as it’s not another western. I want to see him tackle something different for his 'final' film."""
Mandisa: American Idol singer dies aged 47,"Mandisa had spoken candidly about her depression and grief in her memoir in 2022, Out of the Dark: My Journey Through The Shadows To Find God's Joy."
Baby Reindeer star Jessica Gunning: 'I couldn't stop thinking about the characters',"""It's been so exciting. I'm so pleased that so many people are talking about it. I remember the day I got the script through for my first audition and I read all of the episodes in one go and I was just like, 'I think this might be the best thing I've ever read.'"
'Ketamine meant I didn't know my son any more',"Ketamine use is estimated to have more than doubled in England and Wales since 2016. Clare Rogers' adult son Rian died a year ago after taking the drug, but she says she felt like she ""lost"" him much earlier because of his addiction."
Latest News & Updates,Latest updates from your News topics will appear in My News in the BBC News App and in a collection on the BBC homepage
Ofcom: Almost a quarter of kids aged 5-7 have smartphones,"""It may not be about preventing use entirely for children under 13, which I think is very difficult in today's society. But parents can talk to their children about using those services safely. And we'd encourage them to do that,"" he said."
Latest News & Updates,"From WhatsApp to Greggs - why is tech going down more? , published at 04:55 20 April

From WhatsApp to Greggs - why is tech going down more?"
London Marathon: 'People love my costume - animals are confused',"Georgie's already had to return one costume which she says she couldn't breathe in and, like a real shark, she says she ""can't see very well"" in her new one."
Latest News & Updates,"Dev Patel: I want to create own story, not be James Bond"
